Parameter,Category,Source_Type,Patient_Profile,Protocol,Max_Sensitivity,Efficacy_Sensitivity
absorption_rate,Pharmacokinetics,Clinical,average,continuous,0.12526447558183187,0.12423820154084887
absorption_rate,Pharmacokinetics,Clinical,average,adaptive,0.0806025956943723,0.08026009140817066
absorption_rate,Pharmacokinetics,Clinical,average,immuno_combo,0.07513228306526125,0.07481517656083876
absorption_rate,Pharmacokinetics,Clinical,average,hyperthermia,0.1018664441854316,0.10079527372413707
absorption_rate,Pharmacokinetics,Clinical,young,standard,0.18793233519231503,0.18659700913422214
absorption_rate,Pharmacokinetics,Clinical,young,continuous,0.039252716652238694,0.03890179354880365
absorption_rate,Pharmacokinetics,Clinical,young,adaptive,0.07753471004334139,0.0772037848212668
absorption_rate,Pharmacokinetics,Clinical,young,immuno_combo,0.07768796983224667,0.07735888935356386
absorption_rate,Pharmacokinetics,Clinical,young,hyperthermia,0.18622136125178437,0.1845651437335899
absorption_rate,Pharmacokinetics,Clinical,elderly,standard,0.14292076996616793,0.14176017294076365
absorption_rate,Pharmacokinetics,Clinical,elderly,continuous,0.14325441096110664,0.14226162930882374
absorption_rate,Pharmacokinetics,Clinical,elderly,adaptive,0.18071552553940826,0.1799397090940772
absorption_rate,Pharmacokinetics,Clinical,elderly,immuno_combo,0.06145021718057009,0.061188905921495056
absorption_rate,Pharmacokinetics,Clinical,elderly,hyperthermia,0.07473109336632515,0.07433427551825136
absorption_rate,Pharmacokinetics,Clinical,compromised,standard,0.11315712117097222,0.11248509938972359
absorption_rate,Pharmacokinetics,Clinical,compromised,continuous,0.19314512133197442,0.1918142381712956
absorption_rate,Pharmacokinetics,Clinical,compromised,adaptive,0.3076026205308839,0.30631439937521004
absorption_rate,Pharmacokinetics,Clinical,compromised,immuno_combo,0.5044900875214453,0.5018171081814766
absorption_rate,Pharmacokinetics,Clinical,compromised,hyperthermia,0.11882868916693098,0.11785826510799696
elimination_rate,Pharmacokinetics,Clinical,average,standard,0.1294423830460096,0.12861274675084197
elimination_rate,Pharmacokinetics,Clinical,average,continuous,0.09509759282157668,0.09450602112746853
elimination_rate,Pharmacokinetics,Clinical,average,adaptive,0.14414055596081926,0.14353346910826145
elimination_rate,Pharmacokinetics,Clinical,average,immuno_combo,0.08131116361883785,0.08096919315772914
elimination_rate,Pharmacokinetics,Clinical,average,hyperthermia,0.0426402330336889,0.042296898244618054
elimination_rate,Pharmacokinetics,Clinical,young,standard,0.11693051207687974,0.11595537125622427
elimination_rate,Pharmacokinetics,Clinical,young,continuous,0.17688303621781293,0.17581246439476128
elimination_rate,Pharmacokinetics,Clinical,young,adaptive,0.20102862716410902,0.20020642659239535
elimination_rate,Pharmacokinetics,Clinical,young,immuno_combo,0.0538749857601509,0.05365046554478394
elimination_rate,Pharmacokinetics,Clinical,young,hyperthermia,0.15576017545012885,0.1544735225833565
elimination_rate,Pharmacokinetics,Clinical,elderly,standard,0.14191615231456145,0.14095360375623528
elimination_rate,Pharmacokinetics,Clinical,elderly,continuous,0.09182251334568038,0.09124039469100544
elimination_rate,Pharmacokinetics,Clinical,elderly,adaptive,0.4057913616083192,0.4040814476891586
elimination_rate,Pharmacokinetics,Clinical,elderly,immuno_combo,0.07004243069779109,0.06974587968694351
elimination_rate,Pharmacokinetics,Clinical,elderly,hyperthermia,0.08405599589955282,0.08353921517028087
elimination_rate,Pharmacokinetics,Clinical,compromised,standard,0.09519523028194793,0.09456081284264706
elimination_rate,Pharmacokinetics,Clinical,compromised,continuous,0.10151538779369837,0.10087483041401024
elimination_rate,Pharmacokinetics,Clinical,compromised,adaptive,0.3353624485953859,0.3339287534536789
elimination_rate,Pharmacokinetics,Clinical,compromised,immuno_combo,0.4648444880595598,0.4624089186873451
elimination_rate,Pharmacokinetics,Clinical,compromised,hyperthermia,0.10199028151909172,0.10131660736742161
distribution_vol,Pharmacokinetics,Clinical,average,standard,0.13290896160267948,0.13224824694488668
distribution_vol,Pharmacokinetics,Clinical,average,continuous,0.38970879063841096,0.3873449231955147
distribution_vol,Pharmacokinetics,Clinical,average,adaptive,0.20549766076070192,0.20466862151754578
distribution_vol,Pharmacokinetics,Clinical,average,immuno_combo,0.26342067028557636,0.2622973921099803
distribution_vol,Pharmacokinetics,Clinical,average,hyperthermia,0.1073589949693726,0.10669988775929294
distribution_vol,Pharmacokinetics,Clinical,young,standard,0.046158616680851805,0.045888704924080724
distribution_vol,Pharmacokinetics,Clinical,young,continuous,0.13085822559395754,0.1301056674270651
distribution_vol,Pharmacokinetics,Clinical,young,adaptive,0.13477815515787767,0.13422251017260417
distribution_vol,Pharmacokinetics,Clinical,young,immuno_combo,0.25150678638482427,0.2504288957759451
distribution_vol,Pharmacokinetics,Clinical,young,hyperthermia,0.10410760079263968,0.1035504371728199
distribution_vol,Pharmacokinetics,Clinical,elderly,standard,0.10501695673873682,0.10441820881344191
distribution_vol,Pharmacokinetics,Clinical,elderly,continuous,0.08954640434671618,0.08900298027106705
distribution_vol,Pharmacokinetics,Clinical,elderly,adaptive,0.22882855436779354,0.22786723659239053
distribution_vol,Pharmacokinetics,Clinical,elderly,immuno_combo,0.06381872351777486,0.06355029088849595
distribution_vol,Pharmacokinetics,Clinical,elderly,hyperthermia,0.059833124401225596,0.05950603428133987
distribution_vol,Pharmacokinetics,Clinical,compromised,standard,0.07220306523023466,0.07175075735647922
distribution_vol,Pharmacokinetics,Clinical,compromised,continuous,0.1383930758139321,0.1375358945672831
distribution_vol,Pharmacokinetics,Clinical,compromised,adaptive,0.26177820796263723,0.26070110954436965
distribution_vol,Pharmacokinetics,Clinical,compromised,immuno_combo,0.09216719312357016,0.09174820060394014
distribution_vol,Pharmacokinetics,Clinical,compromised,hyperthermia,0.061505438474920716,0.06116711096287718
bioavailability,Pharmacokinetics,Clinical,average,standard,0.18164083715121732,0.18011403196517112
bioavailability,Pharmacokinetics,Clinical,average,continuous,0.23680335355982352,0.235402699249548
bioavailability,Pharmacokinetics,Clinical,average,adaptive,0.14990031807374646,0.149253223307127
bioavailability,Pharmacokinetics,Clinical,average,immuno_combo,0.0716004545092801,0.07129777527156006
bioavailability,Pharmacokinetics,Clinical,average,hyperthermia,0.18576768586133666,0.18450815620188504
bioavailability,Pharmacokinetics,Clinical,young,standard,0.09583730652517117,0.09476805736388928
bioavailability,Pharmacokinetics,Clinical,young,continuous,0.16366681576621522,0.16273838502516538
bioavailability,Pharmacokinetics,Clinical,young,adaptive,0.11530966809202345,0.11483516046176778
bioavailability,Pharmacokinetics,Clinical,young,immuno_combo,0.16997640495005478,0.16925685011673747
bioavailability,Pharmacokinetics,Clinical,young,hyperthermia,0.1283475897923145,0.1272816610244656
bioavailability,Pharmacokinetics,Clinical,elderly,standard,0.10908054929923941,0.1082995216647595
bioavailability,Pharmacokinetics,Clinical,elderly,continuous,0.1727693807424549,0.1717547477168357
bioavailability,Pharmacokinetics,Clinical,elderly,adaptive,0.20971922937565063,0.2088095571584482
bioavailability,Pharmacokinetics,Clinical,elderly,immuno_combo,0.09605634491488048,0.09565872593917595
bioavailability,Pharmacokinetics,Clinical,elderly,hyperthermia,0.1542591934688498,0.15297273455051263
bioavailability,Pharmacokinetics,Clinical,compromised,standard,0.06257450056153702,0.06196101895481934
bioavailability,Pharmacokinetics,Clinical,compromised,continuous,0.21653303554733833,0.21509028435140387
bioavailability,Pharmacokinetics,Clinical,compromised,adaptive,0.2404112683514395,0.23936730853880744
bioavailability,Pharmacokinetics,Clinical,compromised,immuno_combo,0.4837461247194862,0.4812521497703349
bioavailability,Pharmacokinetics,Clinical,compromised,hyperthermia,0.20224652184440634,0.20089931331674393
max_drug_effect,Pharmacokinetics,Clinical,average,standard,0.17675776533927812,0.1751815463770519
max_drug_effect,Pharmacokinetics,Clinical,average,continuous,0.2784705394600756,0.27640383963612253
max_drug_effect,Pharmacokinetics,Clinical,average,adaptive,0.27647821397604483,0.27529147398064835
max_drug_effect,Pharmacokinetics,Clinical,average,immuno_combo,0.06068007304147567,0.0604222223517542
max_drug_effect,Pharmacokinetics,Clinical,average,hyperthermia,0.14061731687585435,0.13933687945388917
max_drug_effect,Pharmacokinetics,Clinical,young,standard,0.15167480266785846,0.15029159559259303
max_drug_effect,Pharmacokinetics,Clinical,young,continuous,0.24204371066315852,0.24060845669882386
max_drug_effect,Pharmacokinetics,Clinical,young,adaptive,0.48452315883934804,0.48244153910255394
max_drug_effect,Pharmacokinetics,Clinical,young,immuno_combo,0.1377523725058275,0.13716414947260808
max_drug_effect,Pharmacokinetics,Clinical,young,hyperthermia,0.1403969177121589,0.13922544715897078
max_drug_effect,Pharmacokinetics,Clinical,elderly,standard,0.09345296879493824,0.09264923654775059
max_drug_effect,Pharmacokinetics,Clinical,elderly,continuous,0.20257090596276459,0.20063228665070165
max_drug_effect,Pharmacokinetics,Clinical,elderly,adaptive,0.1689770764873535,0.16828993406021128
max_drug_effect,Pharmacokinetics,Clinical,elderly,immuno_combo,0.048076298823845155,0.04787267369565619
max_drug_effect,Pharmacokinetics,Clinical,elderly,hyperthermia,0.21693042352573955,0.21544479312901837
max_drug_effect,Pharmacokinetics,Clinical,compromised,standard,0.17046481666659302,0.1691414167926479
max_drug_effect,Pharmacokinetics,Clinical,compromised,continuous,0.32702394234589144,0.3242685877031294
max_drug_effect,Pharmacokinetics,Clinical,compromised,adaptive,0.14188352161430823,0.1412621674529228
max_drug_effect,Pharmacokinetics,Clinical,compromised,immuno_combo,0.14903879139826084,0.1483671475960259
max_drug_effect,Pharmacokinetics,Clinical,compromised,hyperthermia,0.1465767499370605,0.14547097663410544
EC50,Pharmacokinetics,Clinical,average,standard,0.11574185151674991,0.11508129018500177
EC50,Pharmacokinetics,Clinical,average,continuous,0.3767122875365264,0.37431443559894456
EC50,Pharmacokinetics,Clinical,average,adaptive,0.08542828131655177,0.0850742245276061
EC50,Pharmacokinetics,Clinical,average,immuno_combo,0.051568680802625035,0.051349632161146935
EC50,Pharmacokinetics,Clinical,average,hyperthermia,0.14751525161458773,0.14669949832470316
EC50,Pharmacokinetics,Clinical,young,standard,0.1661707871303054,0.16527817434228517
EC50,Pharmacokinetics,Clinical,young,continuous,0.1815156479028226,0.18041744896681378
EC50,Pharmacokinetics,Clinical,young,adaptive,0.23528030339194145,0.23431883778442011
EC50,Pharmacokinetics,Clinical,young,immuno_combo,0.19271547041463571,0.19191915057810943
EC50,Pharmacokinetics,Clinical,young,hyperthermia,0.20070178712453624,0.1996380332412898
EC50,Pharmacokinetics,Clinical,elderly,standard,0.07926489261109389,0.078708842941754
EC50,Pharmacokinetics,Clinical,elderly,continuous,0.12788730137038765,0.12719727532124825
EC50,Pharmacokinetics,Clinical,elderly,adaptive,0.16515395538393376,0.16444870957067295
EC50,Pharmacokinetics,Clinical,elderly,immuno_combo,0.09771081995480195,0.09729416687182259
EC50,Pharmacokinetics,Clinical,elderly,hyperthermia,0.10460159576696515,0.1040973683232268
EC50,Pharmacokinetics,Clinical,compromised,standard,0.08657416032804577,0.0860639473970859
EC50,Pharmacokinetics,Clinical,compromised,continuous,0.10495115610664764,0.10428776225484597
EC50,Pharmacokinetics,Clinical,compromised,adaptive,0.24132182018250192,0.2403355854537429
EC50,Pharmacokinetics,Clinical,compromised,immuno_combo,0.10291194326649675,0.10241402555225178
EC50,Pharmacokinetics,Clinical,compromised,hyperthermia,0.1341105510456904,0.13308615313285233
hill_coef,Pharmacokinetics,Clinical,average,standard,0.06423811879636432,0.06385475523844453
hill_coef,Pharmacokinetics,Clinical,average,continuous,0.391638993268787,0.38932938457736505
hill_coef,Pharmacokinetics,Clinical,average,adaptive,0.28417808141183615,0.282982289540774
hill_coef,Pharmacokinetics,Clinical,average,immuno_combo,0.10658993566068505,0.10613383640430976
hill_coef,Pharmacokinetics,Clinical,average,hyperthermia,0.06899277107456585,0.06862217230358317
hill_coef,Pharmacokinetics,Clinical,young,standard,0.11450992495044218,0.1137503040065525
hill_coef,Pharmacokinetics,Clinical,young,continuous,0.07636136588891226,0.07577085206861793
hill_coef,Pharmacokinetics,Clinical,young,adaptive,0.09733228340676604,0.09692080748131393
hill_coef,Pharmacokinetics,Clinical,young,immuno_combo,0.08846528950078449,0.08809153644124648
hill_coef,Pharmacokinetics,Clinical,young,hyperthermia,0.05206595951413852,0.05180112891883361
hill_coef,Pharmacokinetics,Clinical,elderly,standard,0.0581219856728774,0.05778439819690208
hill_coef,Pharmacokinetics,Clinical,elderly,continuous,0.05825682264744317,0.057897729296576474
hill_coef,Pharmacokinetics,Clinical,elderly,adaptive,0.2432903667085238,0.24225817358691348
hill_coef,Pharmacokinetics,Clinical,elderly,immuno_combo,0.03256851705549907,0.03243248496838004
hill_coef,Pharmacokinetics,Clinical,elderly,hyperthermia,0.10026628556632533,0.09970660434127125
hill_coef,Pharmacokinetics,Clinical,compromised,standard,0.05954262581239679,0.05914652979561969
hill_coef,Pharmacokinetics,Clinical,compromised,continuous,0.1645825045132529,0.16355371026285875
hill_coef,Pharmacokinetics,Clinical,compromised,adaptive,0.19050622990030955,0.18966816374221915
hill_coef,Pharmacokinetics,Clinical,compromised,immuno_combo,0.24064725710100848,0.23950791071405225
hill_coef,Pharmacokinetics,Clinical,compromised,hyperthermia,0.05593167256381757,0.0555542505549648
circadian_amplitude,Circadian,Experimental,average,standard,0.04898752875531476,0.04874061606914806
circadian_amplitude,Circadian,Experimental,average,continuous,0.052776478969434756,0.052447481676869544
circadian_amplitude,Circadian,Experimental,average,adaptive,0.1509389909502544,0.15028576237894437
circadian_amplitude,Circadian,Experimental,average,immuno_combo,0.0653236748186379,0.0650484426170554
circadian_amplitude,Circadian,Experimental,average,hyperthermia,0.12232740856529675,0.12177292924062966
circadian_amplitude,Circadian,Experimental,young,standard,0.13514649441800888,0.13436390640362506
circadian_amplitude,Circadian,Experimental,young,continuous,0.13536740715376216,0.13454633358097057
circadian_amplitude,Circadian,Experimental,young,adaptive,0.3245474546157839,0.32320361289644495
circadian_amplitude,Circadian,Experimental,young,immuno_combo,0.06931276077844009,0.06902162264263376
circadian_amplitude,Circadian,Experimental,young,hyperthermia,0.049225795655013366,0.048936247661721416
circadian_amplitude,Circadian,Experimental,elderly,standard,0.028232448293150206,0.02806146741873731
circadian_amplitude,Circadian,Experimental,elderly,continuous,0.4162183592196499,0.41369073617909985
circadian_amplitude,Circadian,Experimental,elderly,adaptive,0.19522836484494424,0.1944464005869868
circadian_amplitude,Circadian,Experimental,elderly,immuno_combo,0.11246301992210252,0.11198752903570286
circadian_amplitude,Circadian,Experimental,elderly,hyperthermia,0.09312900833699087,0.09259803048475734
circadian_amplitude,Circadian,Experimental,compromised,standard,0.1038770003163851,0.10329677849957582
circadian_amplitude,Circadian,Experimental,compromised,continuous,0.16561088189066084,0.1646021775904479
circadian_amplitude,Circadian,Experimental,compromised,adaptive,0.12050001165729018,0.11999014329570482
circadian_amplitude,Circadian,Experimental,compromised,immuno_combo,0.23810989128268245,0.2370042291269706
circadian_amplitude,Circadian,Experimental,compromised,hyperthermia,0.10859166504679527,0.10795847226342753
circadian_phase,Circadian,Experimental,average,standard,0.0,0.0
circadian_phase,Circadian,Experimental,average,continuous,0.0,0.0
circadian_phase,Circadian,Experimental,average,adaptive,0.0,0.0
circadian_phase,Circadian,Experimental,average,immuno_combo,0.0,0.0
circadian_phase,Circadian,Experimental,average,hyperthermia,0.0,0.0
circadian_phase,Circadian,Experimental,young,standard,0.0,0.0
circadian_phase,Circadian,Experimental,young,continuous,0.0,0.0
circadian_phase,Circadian,Experimental,young,adaptive,0.0,0.0
circadian_phase,Circadian,Experimental,young,immuno_combo,0.0,0.0
circadian_phase,Circadian,Experimental,young,hyperthermia,0.0,0.0
circadian_phase,Circadian,Experimental,elderly,standard,0.0,0.0
circadian_phase,Circadian,Experimental,elderly,continuous,0.0,0.0
circadian_phase,Circadian,Experimental,elderly,adaptive,0.0,0.0
circadian_phase,Circadian,Experimental,elderly,immuno_combo,0.0,0.0
circadian_phase,Circadian,Experimental,elderly,hyperthermia,0.0,0.0
circadian_phase,Circadian,Experimental,compromised,standard,0.0,0.0
circadian_phase,Circadian,Experimental,compromised,continuous,0.0,0.0
circadian_phase,Circadian,Experimental,compromised,adaptive,0.0,0.0
circadian_phase,Circadian,Experimental,compromised,immuno_combo,0.0,0.0
circadian_phase,Circadian,Experimental,compromised,hyperthermia,0.0,0.0
circadian_period,Circadian,Experimental,average,standard,0.0843131227547003,0.08384172539376948
circadian_period,Circadian,Experimental,average,continuous,0.1404415406609362,0.13958874464903262
circadian_period,Circadian,Experimental,average,adaptive,0.1776726562746544,0.17691327199161272
circadian_period,Circadian,Experimental,average,immuno_combo,0.1110540966932109,0.110572814428211
circadian_period,Circadian,Experimental,average,hyperthermia,0.188030760937956,0.1869574879763264
circadian_period,Circadian,Experimental,young,standard,0.052885130492666924,0.0525380128916698
circadian_period,Circadian,Experimental,young,continuous,0.12417534841047145,0.12342444624025746
circadian_period,Circadian,Experimental,young,adaptive,0.14323213421140527,0.14263393059850246
circadian_period,Circadian,Experimental,young,immuno_combo,0.12235015407151402,0.12185039145896748
circadian_period,Circadian,Experimental,young,hyperthermia,0.09887926145078713,0.09832384230704183
circadian_period,Circadian,Experimental,elderly,standard,0.057032814033460486,0.05670754025602474
circadian_period,Circadian,Experimental,elderly,continuous,0.21068368142158925,0.2094002881453318
circadian_period,Circadian,Experimental,elderly,adaptive,0.1056351682658135,0.10518704831952215
circadian_period,Circadian,Experimental,elderly,immuno_combo,0.059597426336615064,0.059348327472614544
circadian_period,Circadian,Experimental,elderly,hyperthermia,0.027222609346519912,0.027053061988141183
circadian_period,Circadian,Experimental,compromised,standard,0.04327868281759114,0.043027322393655025
circadian_period,Circadian,Experimental,compromised,continuous,0.14156875228433985,0.14066254952933274
circadian_period,Circadian,Experimental,compromised,adaptive,0.16851204622772328,0.16779611405804215
circadian_period,Circadian,Experimental,compromised,immuno_combo,0.10876653977224025,0.10823388127087114
circadian_period,Circadian,Experimental,compromised,hyperthermia,0.12961120009027,0.12887540367750666
mutation_rate,Genetic,Experimental,average,standard,0.02407618544103697,0.023938979394061737
mutation_rate,Genetic,Experimental,average,continuous,0.23411200901190396,0.23268070843084626
mutation_rate,Genetic,Experimental,average,adaptive,0.11230448897141368,0.11182119365685939
mutation_rate,Genetic,Experimental,average,immuno_combo,0.05130738713834465,0.05109040509179852
mutation_rate,Genetic,Experimental,average,hyperthermia,0.160722527712309,0.15984723452910465
mutation_rate,Genetic,Experimental,young,standard,0.0642171930097974,0.06387732187620355
mutation_rate,Genetic,Experimental,young,continuous,0.13811766336758272,0.1372802636405513
mutation_rate,Genetic,Experimental,young,adaptive,0.33835903878475115,0.3369161867830621
mutation_rate,Genetic,Experimental,young,immuno_combo,0.05749993165609912,0.05726026078496248
mutation_rate,Genetic,Experimental,young,hyperthermia,0.06218224409590289,0.06182029221932904
mutation_rate,Genetic,Experimental,elderly,standard,0.05502636856179775,0.0546727212339935
mutation_rate,Genetic,Experimental,elderly,continuous,0.11643327366625932,0.11572077912802646
mutation_rate,Genetic,Experimental,elderly,adaptive,0.15335588326684413,0.15272031027551786
mutation_rate,Genetic,Experimental,elderly,immuno_combo,0.2734580492436955,0.27230504698904967
mutation_rate,Genetic,Experimental,elderly,hyperthermia,0.15296085608855045,0.15207683626073318
mutation_rate,Genetic,Experimental,compromised,standard,0.1055332084693548,0.10489785162838447
mutation_rate,Genetic,Experimental,compromised,continuous,0.12618987059236575,0.12540511077915542
mutation_rate,Genetic,Experimental,compromised,adaptive,0.12583415827785405,0.1253189906233576
mutation_rate,Genetic,Experimental,compromised,immuno_combo,0.05731428267672316,0.057040803321969355
mutation_rate,Genetic,Experimental,compromised,hyperthermia,0.10191885887639486,0.10131532543406574
epigenetic_silencing,Genetic,Literature,average,standard,0.09644676749035246,0.0958836191376197
epigenetic_silencing,Genetic,Literature,average,continuous,0.21204619001404823,0.21077150799319613
epigenetic_silencing,Genetic,Literature,average,adaptive,0.043989835970653854,0.043803542523177634
epigenetic_silencing,Genetic,Literature,average,immuno_combo,0.10984974021343548,0.10938610075810823
epigenetic_silencing,Genetic,Literature,average,hyperthermia,0.12830599098639198,0.12761985070248436
epigenetic_silencing,Genetic,Literature,young,standard,0.07369422587219027,0.07339263323640693
epigenetic_silencing,Genetic,Literature,young,continuous,0.13121222493217255,0.13039997082614418
epigenetic_silencing,Genetic,Literature,young,adaptive,0.5196301938319973,0.5174337762525911
epigenetic_silencing,Genetic,Literature,young,immuno_combo,0.058661156415300016,0.05841510255807758
epigenetic_silencing,Genetic,Literature,young,hyperthermia,0.09762379748705355,0.09709971066278028
epigenetic_silencing,Genetic,Literature,elderly,standard,0.046587072107689156,0.046296900538774007
epigenetic_silencing,Genetic,Literature,elderly,continuous,0.15067120238175208,0.14974917246846584
epigenetic_silencing,Genetic,Literature,elderly,adaptive,0.10051867416003332,0.10008238893861443
epigenetic_silencing,Genetic,Literature,elderly,immuno_combo,0.07735495779665034,0.0770299666223643
epigenetic_silencing,Genetic,Literature,elderly,hyperthermia,0.051108286219043814,0.050751558665963994
epigenetic_silencing,Genetic,Literature,compromised,standard,0.10327522068524657,0.10269945242630545
epigenetic_silencing,Genetic,Literature,compromised,continuous,0.14148008745255178,0.14059460032382334
epigenetic_silencing,Genetic,Literature,compromised,adaptive,0.1688955880137985,0.16819701614549742
epigenetic_silencing,Genetic,Literature,compromised,immuno_combo,0.05408315116386149,0.05383269785199463
epigenetic_silencing,Genetic,Literature,compromised,hyperthermia,0.09468493410100931,0.09409160254062507
genetic_instability,Genetic,Literature,average,standard,0.014109404081088815,0.014054387563610432
genetic_instability,Genetic,Literature,average,continuous,0.08268402881309438,0.08218352933655233
genetic_instability,Genetic,Literature,average,adaptive,0.13012548254417375,0.12955147193161098
genetic_instability,Genetic,Literature,average,immuno_combo,0.05162564684400495,0.05140951777406849
genetic_instability,Genetic,Literature,average,hyperthermia,0.072349577836216,0.07190894896171436
genetic_instability,Genetic,Literature,young,standard,0.1368258014450071,0.13599780799029543
genetic_instability,Genetic,Literature,young,continuous,0.22574059616255865,0.22439868907109967
genetic_instability,Genetic,Literature,young,adaptive,0.1426537904283278,0.14203131286096865
genetic_instability,Genetic,Literature,young,immuno_combo,0.08175063528739471,0.08139949891144124
genetic_instability,Genetic,Literature,young,hyperthermia,0.06296989923372075,0.06270497968983968
genetic_instability,Genetic,Literature,elderly,standard,0.07334453478097419,0.07293583406666754
genetic_instability,Genetic,Literature,elderly,continuous,0.28254618317635055,0.2806958247172855
genetic_instability,Genetic,Literature,elderly,adaptive,0.21280795514679834,0.21192745153814485
genetic_instability,Genetic,Literature,elderly,immuno_combo,0.10650432561006654,0.10605996465007508
genetic_instability,Genetic,Literature,elderly,hyperthermia,0.12165724408856282,0.12092530882009976
genetic_instability,Genetic,Literature,compromised,standard,0.12712180628691344,0.1263550281624756
genetic_instability,Genetic,Literature,compromised,continuous,0.16604226986137893,0.16499833754523985
genetic_instability,Genetic,Literature,compromised,adaptive,0.3391093183362823,0.3376867529526433
genetic_instability,Genetic,Literature,compromised,immuno_combo,0.12565600476098648,0.12507889348964046
genetic_instability,Genetic,Literature,compromised,hyperthermia,0.08028943254225335,0.07981327115802644
hypoxia_threshold,Microenvironment,Experimental,average,standard,0.04645463555533816,0.04615768652445009
hypoxia_threshold,Microenvironment,Experimental,average,continuous,0.18613400104357536,0.1849955743322076
hypoxia_threshold,Microenvironment,Experimental,average,adaptive,0.08400039759623924,0.08364952271033918
hypoxia_threshold,Microenvironment,Experimental,average,immuno_combo,0.07819279759120096,0.07786257157282979
hypoxia_threshold,Microenvironment,Experimental,average,hyperthermia,0.09880738417132207,0.0982184309298836
hypoxia_threshold,Microenvironment,Experimental,young,standard,0.07384011996259365,0.07342522102747528
hypoxia_threshold,Microenvironment,Experimental,young,continuous,0.033889080222379006,0.033693740261533295
hypoxia_threshold,Microenvironment,Experimental,young,adaptive,0.09552882437307593,0.09511702875374062
hypoxia_threshold,Microenvironment,Experimental,young,immuno_combo,0.07261225511204208,0.072309401899626
hypoxia_threshold,Microenvironment,Experimental,young,hyperthermia,0.1255596885894924,0.1248831911915397
hypoxia_threshold,Microenvironment,Experimental,elderly,standard,0.08634176610515809,0.08582316404414023
hypoxia_threshold,Microenvironment,Experimental,elderly,continuous,0.1001642011553876,0.09955791427310601
hypoxia_threshold,Microenvironment,Experimental,elderly,adaptive,0.17207932325224815,0.17135259678704606
hypoxia_threshold,Microenvironment,Experimental,elderly,immuno_combo,0.06910413384308606,0.0688146553458932
hypoxia_threshold,Microenvironment,Experimental,elderly,hyperthermia,0.07646946938371643,0.07603326161091914
hypoxia_threshold,Microenvironment,Experimental,compromised,standard,0.03847519632871527,0.03825767922413432
hypoxia_threshold,Microenvironment,Experimental,compromised,continuous,0.07580615773950287,0.07534575763424659
hypoxia_threshold,Microenvironment,Experimental,compromised,adaptive,0.2526388594499316,0.2515881344736962
hypoxia_threshold,Microenvironment,Experimental,compromised,immuno_combo,0.09166486861563529,0.09123129430214522
hypoxia_threshold,Microenvironment,Experimental,compromised,hyperthermia,0.09175810981320899,0.09126107160943235
acidosis_factor,Microenvironment,Literature,average,standard,0.01890735405692213,0.018815393403246772
acidosis_factor,Microenvironment,Literature,average,continuous,0.07792450709669115,0.07746384127599043
acidosis_factor,Microenvironment,Literature,average,adaptive,0.15884040126122884,0.15817245388554166
acidosis_factor,Microenvironment,Literature,average,immuno_combo,0.06309935076229407,0.06283673017241388
acidosis_factor,Microenvironment,Literature,average,hyperthermia,0.14809637729307168,0.14723332431243458
acidosis_factor,Microenvironment,Literature,young,standard,0.07290021397133627,0.07251673677216858
acidosis_factor,Microenvironment,Literature,young,continuous,0.09512937077001546,0.09452353593764386
acidosis_factor,Microenvironment,Literature,young,adaptive,0.10137881951568221,0.10095474657994483
acidosis_factor,Microenvironment,Literature,young,immuno_combo,0.05461636315217734,0.05438106087848958
acidosis_factor,Microenvironment,Literature,young,hyperthermia,0.024987679798309008,0.02487450265923251
acidosis_factor,Microenvironment,Literature,elderly,standard,0.022108792428359735,0.021962121934045818
acidosis_factor,Microenvironment,Literature,elderly,continuous,0.08362523175851139,0.08309322446929471
acidosis_factor,Microenvironment,Literature,elderly,adaptive,0.16141017192412796,0.16075185631458075
acidosis_factor,Microenvironment,Literature,elderly,immuno_combo,0.0827259923602018,0.08238621742694112
acidosis_factor,Microenvironment,Literature,elderly,hyperthermia,0.07355920472168453,0.07311738035336286
acidosis_factor,Microenvironment,Literature,compromised,standard,0.10715900191603948,0.10651848104012637
acidosis_factor,Microenvironment,Literature,compromised,continuous,0.2966857925283322,0.29490814306819874
acidosis_factor,Microenvironment,Literature,compromised,adaptive,0.17162143240319833,0.17090946524940484
acidosis_factor,Microenvironment,Literature,compromised,immuno_combo,0.05179624330635667,0.05155799673162868
acidosis_factor,Microenvironment,Literature,compromised,hyperthermia,0.06912629811918752,0.06876589650418691
metabolic_switch_rate,Microenvironment,Experimental,average,standard,0.08032360011433817,0.07983542376279593
metabolic_switch_rate,Microenvironment,Experimental,average,continuous,0.3272199873985208,0.32527010577573384
metabolic_switch_rate,Microenvironment,Experimental,average,adaptive,0.08455246310447567,0.08418304790443513
metabolic_switch_rate,Microenvironment,Experimental,average,immuno_combo,0.05218676378264659,0.051970241580498525
metabolic_switch_rate,Microenvironment,Experimental,average,hyperthermia,0.047152835575692484,0.04692222868931127
metabolic_switch_rate,Microenvironment,Experimental,young,standard,0.11701218154578452,0.11636603842152658
metabolic_switch_rate,Microenvironment,Experimental,young,continuous,0.12737053797730155,0.12660835311984034
metabolic_switch_rate,Microenvironment,Experimental,young,adaptive,0.08602358318256823,0.08566022066891055
metabolic_switch_rate,Microenvironment,Experimental,young,immuno_combo,0.12651251448999218,0.125975776083645
